attraction_name,attraction_address,zip_code,attraction_rating,attraction_n_reviews,attraction_url,popular_mentions
bG Gallery,"3009 Ocean Park Blvd, Santa Monica, CA 90405-3004",90405,5.0,1,https://www.tripadvisor.com/Attraction_Review-g33052-d10456478-Reviews-BG_Gallery-Santa_Monica_California.html,"['Filters', 'English', 'Detailed Reviews']"
Humboldt State University Natural History Museum,"1315 G St, Arcata, CA 95521-5820",95521,4.5,20,https://www.tripadvisor.com/Attraction_Review-g29106-d116854-Reviews-Humboldt_State_University_Natural_History_Museum-Arcata_Humboldt_County_California.html,"['Filters', 'English', 'Detailed Reviews']"
Piedmont Park,"711 Highland Ave, Oakland, CA 94611-3806",94611,4.0,18,https://www.tripadvisor.com/Attraction_Review-g32810-d12548135-Reviews-Piedmont_Park-Oakland_California.html,"['Filters', 'English', 'Detailed Reviews', 'high school', 'city hall']"
Casa Barranca Organic Wine Tasting Room,"208 E Ojai Ave, Ojai, CA 93023-2737",93023,4.5,29,https://www.tripadvisor.com/Attraction_Review-g32817-d2284536-Reviews-Casa_Barranca_Organic_Wine_Tasting_Room-Ojai_California.html,"['Filters', 'English', 'Detailed Reviews']"
Gerlach Photography,"1539B Mission Dr, Solvang, CA 93463-2607",93463,4.5,4,https://www.tripadvisor.com/Attraction_Review-g33103-d13999657-Reviews-Gerlach_Photography-Solvang_California.html,"['Filters', 'English', 'Detailed Reviews']"
Santa Cruz Mountain Vineyard,"334 Ingalls St Suite A, Santa Cruz, CA 95060-5880",95060,4.5,9,https://www.tripadvisor.com/Attraction_Review-g33048-d10361534-Reviews-Santa_Cruz_Mountain_Vineyard-Santa_Cruz_California.html,"['Filters', 'English', 'Detailed Reviews']"
Tecopa Hot Springs,"Tecopa Hot Springs Road, Tecopa, CA 92389",92389,4.0,87,https://www.tripadvisor.com/Attraction_Review-g33162-d603409-Reviews-Tecopa_Hot_Springs-Tecopa_California.html,"['Filters', 'English', 'Detailed Reviews', 'hot springs', 'death valley', 'men and women', 'natural mud', 'baths', 'campground', 'road', 'desert', 'businesses', 'muscles', 'shoshone', 'temperature']"
Lost Coast Brewery Taproom,"1600 Sunset Dr, Eureka, CA 95503-2401",95503,4.5,69,https://www.tripadvisor.com/Attraction_Review-g32363-d10660515-Reviews-Lost_Coast_Brewery_Taproom-Eureka_Humboldt_County_California.html,"['Filters', 'English', 'Detailed Reviews', 'lost coast', 'ipa', 'triple']"
Theater League,"2100 E Thousand Oaks Blvd, Thousand Oaks, CA 91362-2996",91362,4.5,3,https://www.tripadvisor.com/Attraction_Review-g60959-d3671514-Reviews-Theater_League-Thousand_Oaks_California.html,"['Filters', 'English', 'Detailed Reviews']"
Stovepipe Wells Village,"Hwy 190 Stovepipe Wells, Death Valley National Park, CA 92328",92328,4.0,366,https://www.tripadvisor.com/Attraction_Review-g143021-d532003-Reviews-Stovepipe_Wells_Village-Death_Valley_National_Park_Inyo_County_California.html,"['Filters', 'English', 'Detailed Reviews', 'general store', 'gas station', 'gift shop', 'stovepipe wells', 'furnace creek', 'death valley', 'sand dunes', 'old west', 'nice stop', 'visitor center', 'souvenirs', 'essentials', 'lodging', 'gasoline', 'fuel', 'wagon', 'ranger']"
Sky High Sports,"11327 Folsom Blvd Ste 160, Rancho Cordova, CA 95742-6208",95742,4.0,12,https://www.tripadvisor.com/Attraction_Review-g32939-d3614744-Reviews-Sky_High_Sports-Rancho_Cordova_California.html,"['Filters', 'English', 'Detailed Reviews']"
Arte Americas,"1630 Van Ness Ave, Fresno, CA 93721-1129",93721,4.5,19,https://www.tripadvisor.com/Attraction_Review-g32414-d2475269-Reviews-Arte_Americas-Fresno_California.html,"['Filters', 'English', 'Detailed Reviews']"
The Bruery,"715 Dunn Way, Placentia, CA 92870-6806",92870,4.5,74,https://www.tripadvisor.com/Attraction_Review-g32897-d1736001-Reviews-The_Bruery-Placentia_California.html,"['Filters', 'English', 'Detailed Reviews', 'tasting room', 'line']"
Marin Theatre Company,"397 Miller Ave, Mill Valley, CA 94941-2885",94941,4.5,21,https://www.tripadvisor.com/Attraction_Review-g60909-d2373554-Reviews-Marin_Theatre_Company-Mill_Valley_Marin_County_California.html,"['Filters', 'English', 'Detailed Reviews']"
San Luis Obispo Railroad Museum,"1940 Santa Barbara Ave, San Luis Obispo, CA 93401-4436",93401,4.5,19,https://www.tripadvisor.com/Attraction_Review-g33026-d7369833-Reviews-San_Luis_Obispo_Railroad_Museum-San_Luis_Obispo_San_Luis_Obispo_County_California.html,"['Filters', 'English', 'Detailed Reviews']"
Natural Bridge Canyon,"Badwater Road, Death Valley National Park, CA 92328",92328,4.0,253,https://www.tripadvisor.com/Attraction_Review-g143021-d3941864-Reviews-Natural_Bridge_Canyon-Death_Valley_National_Park_Inyo_County_California.html,"['Filters', 'English', 'Detailed Reviews', 'easy hike', 'parking lot', 'short walk', 'nice hike', 'unpaved road', 'turn around', 'canyon', 'trail', 'drive', 'motion', 'erosion', 'dirt', 'dv']"
St. John The Baptist Catholic Church,"279 S Main St, Milpitas, CA 95035-5314",95035,4.5,6,https://www.tripadvisor.com/Attraction_Review-g32717-d9811278-Reviews-St_John_The_Baptist_Catholic_Church-Milpitas_California.html,"['Filters', 'English', 'Detailed Reviews']"
Mono Lake Committee Information Center,"Hwy 395 Third St, Lee Vining, CA 93541",93541,5.0,155,https://www.tripadvisor.com/Attraction_Review-g32617-d3334551-Reviews-Mono_Lake_Committee_Information_Center-Lee_Vining_California.html,"['Filters', 'English', 'Detailed Reviews', 'canoe tour', 'mono lake', 'flora and fauna', 'eastern sierra', 'south tufa area', 'books', 'bird', 'intern', 'protection', 'talks', 'nature']"
Cru Wine Company,"20146 Road 21, Madera, CA 93637-9784",93637,4.5,15,https://www.tripadvisor.com/Attraction_Review-g32673-d2647624-Reviews-Cru_Wine_Company-Madera_California.html,"['Filters', 'English', 'Detailed Reviews']"
Aftel Archive of Curious Scents,"1518-1/2 Walnut Street Cottage at end of brick driveway, Berkeley, CA 94709-1513",94709,4.5,18,https://www.tripadvisor.com/Attraction_Review-g32066-d12725870-Reviews-Aftel_Archive_of_Curious_Scents-Berkeley_California.html,"['Filters', 'English', 'Detailed Reviews']"
Peter Fetterman Gallery,"2525 Michigan Ave, Santa Monica, CA 90404-4014",90404,4.0,1,https://www.tripadvisor.com/Attraction_Review-g33052-d283263-Reviews-Peter_Fetterman_Gallery-Santa_Monica_California.html,"['Filters', 'English', 'Detailed Reviews']"
Granny Takes A Trip,"1815 Hawthorne Blvd Suite 126, Redondo Beach, CA 90278-3420",90278,4.0,1,https://www.tripadvisor.com/Attraction_Review-g32954-d19882010-Reviews-Granny_Takes_A_Trip-Redondo_Beach_California.html,"['Filters', 'English', 'Detailed Reviews']"
Silver City Ghost Town,"3829 Lake Isabella Blvd, Bodfish, CA 93205-9635",93205,4.0,55,https://www.tripadvisor.com/Attraction_Review-g32092-d1049785-Reviews-Silver_City_Ghost_Town-Bodfish_California.html,"['Filters', 'English', 'Detailed Reviews']"
Jurassic Park The Ride,"100 Universal City Plaza Universal Studios Hollywood, Lower Lot, Los Angeles, CA 91608",91608,4.5,44,https://www.tripadvisor.com/Attraction_Review-g32655-d12200780-Reviews-Jurassic_Park_The_Ride-Los_Angeles_California.html,"['Filters', 'English', 'Detailed Reviews', 'big drop', 'boat', 'dinosaurs', 'fun']"
Meadowcroft Wines,"23574 Arnold Dr Hwy. 121, Sonoma, CA 95476-9211",95476,4.5,45,https://www.tripadvisor.com/Attraction_Review-g33107-d2324871-Reviews-Meadowcroft_Wines-Sonoma_Sonoma_County_California.html,"['Filters', 'English', 'Detailed Reviews', 'tasting room', 'wines', 'grapes', 'varietals', 'grounds', 'zinfandel', 'sample', 'patio']"
Sebastiani Theatre,"476 1st St E, Sonoma, CA 95476-6702",95476,4.5,36,https://www.tripadvisor.com/Attraction_Review-g33107-d643167-Reviews-Sebastiani_Theatre-Sonoma_Sonoma_County_California.html,"['Filters', 'English', 'Detailed Reviews']"
Sonoma Harvest Olive Oil & Winery,"770 Chadbourne Rd, Fairfield, CA 94534-9643",94534,4.0,9,https://www.tripadvisor.com/Attraction_Review-g32367-d12077572-Reviews-Sonoma_Harvest_Olive_Oil_Winery-Fairfield_California.html,"['Filters', 'English', 'Detailed Reviews', 'vinegars']"
California Oaks Sports Park,"40600 California Oaks Rd, Murrieta, CA 92562-5857",92562,4.0,8,https://www.tripadvisor.com/Attraction_Review-g32764-d12798649-Reviews-California_Oaks_Sports_Park-Murrieta_California.html,"['Filters', 'English', 'Detailed Reviews']"
Guadalupe River Park,"345 W San Carlos St At the corner of San Carlos Street and Woz Way, San Jose, CA 95110-2728",95110,3.0,49,https://www.tripadvisor.com/Attraction_Review-g33020-d524657-Reviews-Guadalupe_River_Park-San_Jose_California.html,"['Filters', 'English', 'Detailed Reviews']"
Redlands Art Association,"215 E State St, Redlands, CA 92373-5232",92373,4.5,14,https://www.tripadvisor.com/Attraction_Review-g32953-d4335081-Reviews-Redlands_Art_Association-Redlands_California.html,"['Filters', 'English', 'Detailed Reviews']"
Rouleur Brewing Company,"5840 El Camino Real Suite 101, Carlsbad, CA 92008-8851",92008,5.0,1,https://www.tripadvisor.com/Attraction_Review-g32171-d15660128-Reviews-Rouleur_Brewing_Company-Carlsbad_California.html,"['Filters', 'English', 'Detailed Reviews']"
DeJong's Dairy,"31910 Corydon Rd. Wildomar, CA, Wildomar, CA 92595-9590",92595,4.5,25,https://www.tripadvisor.com/Attraction_Review-g33270-d12235913-Reviews-DeJong_s_Dairy-Wildomar_California.html,"['Filters', 'English', 'Detailed Reviews', 'goats', 'sheep', 'field', 'animals', 'school', 'tours']"
Santa Barbara Fish Market,"117 Harbor Way Suite A, Santa Barbara, CA 93109-2357",93109,4.0,19,https://www.tripadvisor.com/Attraction_Review-g33045-d948021-Reviews-Santa_Barbara_Fish_Market-Santa_Barbara_California.html,"['Filters', 'English', 'Detailed Reviews']"
Cardinale Estate Winery,"7600 Saint Helena Hwy, Oakville, CA 94558-9851",94558,4.5,37,https://www.tripadvisor.com/Attraction_Review-g32812-d591030-Reviews-Cardinale_Estate_Winery-Oakville_Napa_Valley_California.html,"['Filters', 'English', 'Detailed Reviews', 'small production', 'red wine', 'appointment', 'tasting', 'wines', 'winery', 'valley']"
Last Call Brewing,"944 Shepard Ct Suite C, Oakdale, CA 95361-7785",95361,5.0,4,https://www.tripadvisor.com/Attraction_Review-g32808-d15208081-Reviews-Last_Call_Brewing-Oakdale_California.html,"['Filters', 'English', 'Detailed Reviews', 'beers', 'variety']"
San Elijo State Beach,"2050 South Coast Hwy 101, Cardiff-by-the-Sea, Encinitas, CA 92007",92007,4.5,36,https://www.tripadvisor.com/Attraction_Review-g32169-d10955421-Reviews-San_Elijo_State_Beach-Cardiff_by_the_Sea_Encinitas_California.html,"['Filters', 'English', 'Detailed Reviews', 'camp', 'ocean', 'beach', 'california']"
Williams Selyem Winery,"6575 Westside Rd, Healdsburg, CA 95448-8323",95448,4.5,83,https://www.tripadvisor.com/Attraction_Review-g32482-d292850-Reviews-Williams_Selyem_Winery-Healdsburg_Sonoma_County_California.html,"['Filters', 'English', 'Detailed Reviews', 'pinot noir', 'unique experience', 'wine club members', 'russian river valley', 'great wine', 'list', 'host', 'tasting', 'winery', 'wines', 'sonoma']"
Palumbo Family Vineyards & Winery,"40150 Barksdale Ln, Temecula, CA 92592-9122",92592,4.5,82,https://www.tripadvisor.com/Attraction_Review-g33165-d554156-Reviews-Palumbo_Family_Vineyards_Winery-Temecula_California.html,"['Filters', 'English', 'Detailed Reviews']"
Orin Swift Cellars,"1325 Main St, St. Helena, CA 94574-1904",94574,4.0,70,https://www.tripadvisor.com/Attraction_Review-g33000-d7075261-Reviews-Orin_Swift_Cellars-St_Helena_Napa_Valley_California.html,"['Filters', 'English', 'Detailed Reviews', 'tasting room', 'temporary location', 'fun tasting', 'unique experience', 'wine club', 'server', 'wines', 'winery', 'stories', 'rose', 'winemaker', 'host']"
Winery Sixteen 600 Tasting House,"589 1st St W, Sonoma, CA 95476-6638",95476,5.0,11,https://www.tripadvisor.com/Attraction_Review-g33107-d10727108-Reviews-Winery_Sixteen_600_Tasting_House-Sonoma_Sonoma_County_California.html,"['Filters', 'English', 'Detailed Reviews']"
Satori Cellars,"2100 Buena Vista Ave, Gilroy, CA 95020-9702",95020,5.0,15,https://www.tripadvisor.com/Attraction_Review-g32428-d4340302-Reviews-Satori_Cellars-Gilroy_California.html,"['Filters', 'English', 'Detailed Reviews']"
Venus Spirits,"200 High Road, Santa Cruz, CA 95060-3713",95060,5.0,9,https://www.tripadvisor.com/Attraction_Review-g33048-d9732987-Reviews-Venus_Spirits-Santa_Cruz_California.html,"['Filters', 'English', 'Detailed Reviews']"
Kitchak Cellars,"1094 Hardman Ave, Napa, CA 94558-1407",94558,5.0,19,https://www.tripadvisor.com/Attraction_Review-g32766-d2292265-Reviews-Kitchak_Cellars-Napa_Napa_Valley_California.html,"['Filters', 'English', 'Detailed Reviews']"
San Diego Bay Walk,"The Embarcadero Seaport Village, San Diego, CA 92101",92101,4.5,904,https://www.tripadvisor.com/Attraction_Review-g60750-d266797-Reviews-San_Diego_Bay_Walk-San_Diego_California.html,"['Filters', 'English', 'Detailed Reviews', 'seaport village', 'great walk', 'scenic walk', 'uss midway', 'convention center', 'homeless people', 'star of india', 'navy ships', 'take your time', 'boats', 'jog', 'ferry', 'vendors', 'sd']"
Common Space Brewery,"3411 W El Segundo Blvd, Hawthorne, CA 90250-4816",90250,4.0,5,https://www.tripadvisor.com/Attraction_Review-g32478-d15215237-Reviews-Common_Space_Brewery-Hawthorne_California.html,"['Filters', 'English', 'Detailed Reviews', 'fun']"
She Who Sees Mural,"2625 Main St & Ocean Park Blvd Side ZJ Boarding House, Santa Monica, CA 90405-4001",90405,4.0,1,https://www.tripadvisor.com/Attraction_Review-g33052-d15666149-Reviews-She_Who_Sees_Mural-Santa_Monica_California.html,"['Filters', 'All languages', 'Detailed Reviews']"
Oreana Winery and Tasting Room,"205 Anacapa St, Santa Barbara, CA 93101-1805",93101,4.0,50,https://www.tripadvisor.com/Attraction_Review-g33045-d2166590-Reviews-Oreana_Winery_and_Tasting_Room-Santa_Barbara_California.html,"['Filters', 'English', 'Detailed Reviews']"
Jaxon Keys Winery & Distillery,"10400 S Highway 101, Hopland, CA 95449-9650",95449,5.0,19,https://www.tripadvisor.com/Attraction_Review-g32508-d8774920-Reviews-Jaxon_Keys_Winery_Distillery-Hopland_Mendocino_County_California.html,"['Filters', 'English', 'Detailed Reviews', 'tasting room', 'brandy', 'healdsburg', 'porch', 'hill', 'member', 'winery', 'wines']"
California Academy of Sciences,"55 Music Concourse Dr Golden Gate Park, San Francisco, CA 94118-4503",94118,4.5,5999,https://www.tripadvisor.com/Attraction_Review-g60713-d117078-Reviews-California_Academy_of_Sciences-San_Francisco_California.html,"['Filters', 'English', 'Detailed Reviews', 'living roof', 'rainforest exhibit', 'an aquarium', 'planetarium shows', 'natural history', 'earthquake simulation', 'tropical rainforest', 'science museum', 'de young museum', 'butterflies', 'exhibits', 'butterfly', 'california']"
Valley Plaza Mall,"2701 Ming Ave, Bakersfield, CA 93304-4415",93304,3.0,12,https://www.tripadvisor.com/Attraction_Review-g32037-d11962129-Reviews-Valley_Plaza_Mall-Bakersfield_California.html,"['Filters', 'English', 'Detailed Reviews']"
Outlets at Tejon,"5701 Outlets At Tejon Pkwy, Arvin, CA 93203-2414",93203,4.5,95,https://www.tripadvisor.com/Attraction_Review-g29114-d7162330-Reviews-Outlets_at_Tejon-Arvin_California.html,"['Filters', 'English', 'Detailed Reviews', 'outlet mall', 'bargains']"
Faith Church of the Nazarene,"505 S 6th St Ca 91501, Burbank, CA 91501-2414",91501,5.0,1,https://www.tripadvisor.com/Attraction_Review-g32123-d19862329-Reviews-Faith_Church_of_the_Nazarene-Burbank_California.html,"['Filters', 'English', 'Detailed Reviews']"
Santa Maria Valley Discovery Museum,"705 S McClelland St, Santa Maria, CA 93454-5122",93454,4.5,35,https://www.tripadvisor.com/Attraction_Review-g33051-d3843574-Reviews-Santa_Maria_Valley_Discovery_Museum-Santa_Maria_California.html,"['Filters', 'English', 'Detailed Reviews']"
Vineyard Grant James,"25260 E Old Julian Hwy, Ramona, CA 92065-6741",92065,4.5,58,https://www.tripadvisor.com/Attraction_Review-g32937-d6215715-Reviews-Vineyard_Grant_James-Ramona_California.html,"['Filters', 'English', 'Detailed Reviews', 'amazing wine', 'tasting', 'wines', 'winery']"
Seal Beach Scenic Overlook,"49654-49938 Cabrillo Hwy, Big Sur, CA 93920",93920,4.5,14,https://www.tripadvisor.com/Attraction_Review-g240329-d15286035-Reviews-Seal_Beach_Scenic_Overlook-Big_Sur_California.html,"['Filters', 'English', 'Detailed Reviews', 'elephant seals', 'parking lot', 'animals', 'beach']"
Mobius Arch Loop Trailhead,"Movie Flat Rd, Lone Pine, CA 93545",93545,5.0,34,https://www.tripadvisor.com/Attraction_Review-g32646-d14059517-Reviews-Mobius_Arch_Loop_Trailhead-Lone_Pine_California.html,"['Filters', 'English', 'Detailed Reviews', 'easy hike', 'mobius arch', 'facinating', 'mile', 'rock', 'photos']"
Saucelito Canyon,"3080 Biddle Ranch Rd, San Luis Obispo, CA 93401-8320",93401,4.5,28,https://www.tripadvisor.com/Attraction_Review-g33026-d6582399-Reviews-Saucelito_Canyon-San_Luis_Obispo_San_Luis_Obispo_County_California.html,"['Filters', 'English', 'Detailed Reviews', 'wine tasting', 'winery']"
Maurice Car'rie Winery/Van Roekel Vineyards,"34225 Rancho California Rd, Temecula, CA 92591-5054",92591,4.0,102,https://www.tripadvisor.com/Attraction_Review-g33165-d534319-Reviews-Maurice_Car_rie_Winery_Van_Roekel_Vineyards-Temecula_California.html,"['Filters', 'English', 'Detailed Reviews', 'brie', 'bread', 'tasting room', 'wines']"
Cowboy Canyon Winery,"16162 Jackson Ranch Rd, Silverado, CA 92676-9706",92676,5.0,4,https://www.tripadvisor.com/Attraction_Review-g33092-d8283660-Reviews-Cowboy_Canyon_Winery-Silverado_California.html,"['Filters', 'English', 'Detailed Reviews']"
Faye Sarkowsky Sculpture Garden,"72567 Highway 111 Palm Springs Art Museum in Palm Desert, Palm Desert, Greater Palm Springs, CA 92260-3306",92260,4.5,16,https://www.tripadvisor.com/Attraction_Review-g32846-d14967789-Reviews-Faye_Sarkowsky_Sculpture_Garden-Palm_Desert_Greater_Palm_Springs_California.html,"['Filters', 'English', 'Detailed Reviews', 'desert environment', 'waterfall', 'fountain', 'paths', 'museum', 'highway', 'art']"
Pierce Brothers-Crestlawn Mortuary And Memorial Park,"11500 Arlington Ave, Riverside, CA 92505-2106",92505,3.5,6,https://www.tripadvisor.com/Attraction_Review-g32978-d12408486-Reviews-Pierce_Brothers_Crestlawn_Mortuary_And_Memorial_Park-Riverside_California.html,"['Filters', 'English', 'Detailed Reviews']"
Central Park,"50 E 5th Ave, San Mateo, CA 94401-4107",94401,4.5,80,https://www.tripadvisor.com/Attraction_Review-g33031-d3665249-Reviews-Central_Park-San_Mateo_California.html,"['Filters', 'English', 'Detailed Reviews', 'playground', 'stage']"
Stolpman Vineyards,"2434 Alamo Pintado Rd, Los Olivos, CA 93441-4500",93441,4.5,72,https://www.tripadvisor.com/Attraction_Review-g32660-d3571467-Reviews-Stolpman_Vineyards-Los_Olivos_California.html,"['Filters', 'English', 'Detailed Reviews', 'tasting room', 'wine tasting', 'wine club', 'porta potties', 'santa ynez', 'excellent wine', 'sangiovese', 'reds', 'winery', 'los', 'blend', 'rooms']"
Pacific Ridge Trailhead,"Ridge Park Rd, Newport Beach, CA 92657",92657,5.0,4,https://www.tripadvisor.com/Attraction_Review-g32780-d13449287-Reviews-Pacific_Ridge_Trailhead-Newport_Beach_California.html,"['Filters', 'English', 'Detailed Reviews']"
Dudley House Historical Museum,"197 N Ashwood Ave, Ventura, CA 93003-1809",93003,4.0,6,https://www.tripadvisor.com/Attraction_Review-g60769-d10723454-Reviews-Dudley_House_Historical_Museum-Ventura_California.html,"['Filters', 'English', 'Detailed Reviews']"
Shamel Park,"5455 Windsor Blvd, Cambria, CA 93428-3121",93428,4.5,25,https://www.tripadvisor.com/Attraction_Review-g32148-d10242814-Reviews-Shamel_Park-Cambria_San_Luis_Obispo_County_California.html,"['Filters', 'English', 'Detailed Reviews', 'moonstone beach', 'sunset']"
Central Coast Aquarium,"50 San Juan Street, Avila Beach, CA 93424",93424,4.0,40,https://www.tripadvisor.com/Attraction_Review-g29124-d3474010-Reviews-Central_Coast_Aquarium-Avila_Beach_San_Luis_Obispo_County_California.html,"['Filters', 'English', 'Detailed Reviews']"
Walt Disney Family Museum,"104 Montgomery St The Presidio, San Francisco, CA 94129-1718",94129,4.5,2805,https://www.tripadvisor.com/Attraction_Review-g60713-d1556974-Reviews-Walt_Disney_Family_Museum-San_Francisco_California.html,"['Filters', 'English', 'Detailed Reviews', 'the presidio', 'love disney', 'on display', 'three hours', 'animation', 'exhibits', 'oscars', 'memorabilia', 'tribute', 'successes', 'legacy', 'beginnings', 'film', 'depth', 'technology', 'insight']"
Village Church,"3216 W Victory Blvd, Burbank, CA 91505-1597",91505,5.0,1,https://www.tripadvisor.com/Attraction_Review-g32123-d19398876-Reviews-Village_Church-Burbank_California.html,"['Filters', 'English', 'Detailed Reviews']"
Gen 7 Wines,"850 Bordeaux Way Suite 10, Napa, CA 94558",94558,4.5,9,https://www.tripadvisor.com/Attraction_Review-g32766-d15129935-Reviews-Gen_7_Wines-Napa_Napa_Valley_California.html,"['Filters', 'English', 'Detailed Reviews', 'resort complex', 'tasting room', 'meritage', 'gen7', 'host', 'wines']"
Sarah's Vineyard,"4005 Hecker Pass Rd, Gilroy, CA 95020-8843",95020,4.5,14,https://www.tripadvisor.com/Attraction_Review-g32428-d8555772-Reviews-Sarah_s_Vineyard-Gilroy_California.html,"['Filters', 'English', 'Detailed Reviews']"
Sycamore Pool,"Vallombrosa Way One Mile Park, Chico, CA 95928",95928,4.5,7,https://www.tripadvisor.com/Attraction_Review-g32201-d10628652-Reviews-Sycamore_Pool-Chico_California.html,"['Filters', 'English', 'Detailed Reviews']"
Simi Winery,"16275 Healdsburg Ave, Healdsburg, CA 95448-9075",95448,4.5,138,https://www.tripadvisor.com/Attraction_Review-g32482-d116657-Reviews-Simi_Winery-Healdsburg_Sonoma_County_California.html,"['Filters', 'English', 'Detailed Reviews', 'wine tasting experience', 'beautiful setting', 'russian river valley', 'wines', 'wineries', 'california', 'offerings']"
Truckee Railroad Museum,"10075 Donner Pass Rd, Truckee, CA 96161-0317",96161,4.5,25,https://www.tripadvisor.com/Attraction_Review-g33191-d6740474-Reviews-Truckee_Railroad_Museum-Truckee_Lake_Tahoe_California_California.html,"['Filters', 'English', 'Detailed Reviews']"
Castle Crags State Park,"20022 Castle Creek Rd Latitude/Longitude: 41.1852 / -122.3427, Castella, CA 96017",96017,4.5,130,https://www.tripadvisor.com/Attraction_Review-g32183-d611659-Reviews-Castle_Crags_State_Park-Castella_California.html,"['Filters', 'English', 'Detailed Reviews', 'vista point', 'beautiful granite', 'shasta', 'craggy', 'hike', 'snow', 'vehicle']"
Original Muscle Beach Santa Monica,"Arcadia Terrace & Ocean Front Walk, Santa Monica, CA 90401",90401,4.5,2,https://www.tripadvisor.com/Attraction_Review-g33052-d19087990-Reviews-Original_Muscle_Beach_Santa_Monica-Santa_Monica_California.html,"['Filters', 'English', 'Detailed Reviews']"
Parliament Brewing,"5865 Labath Ave, Rohnert Park, CA 94928-2061",94928,5.0,2,https://www.tripadvisor.com/Attraction_Review-g32982-d19526722-Reviews-Parliament_Brewing-Rohnert_Park_Sonoma_County_California.html,"['Filters', 'English', 'Detailed Reviews']"
Rockzilla,"849 Jackson St Ste 5A, Napa, CA 94559-1342",94559,4.5,11,https://www.tripadvisor.com/Attraction_Review-g32766-d3407293-Reviews-Rockzilla-Napa_Napa_Valley_California.html,"['Filters', 'English', 'Detailed Reviews']"
Parkwest Casino Cordova,"2801 Prospect Park Dr, Rancho Cordova, CA 95670-6028",95670,4.5,2,https://www.tripadvisor.com/Attraction_Review-g32939-d14088902-Reviews-Parkwest_Casino_Cordova-Rancho_Cordova_California.html,"['Filters', 'English', 'Detailed Reviews']"
The Whole Enchilada Market Place,"7990 Highway 1 Unit A, Moss Landing, CA 95039-9667",95039,4.5,9,https://www.tripadvisor.com/Attraction_Review-g32748-d10531984-Reviews-The_Whole_Enchilada_Market_Place-Moss_Landing_California.html,"['Filters', 'English', 'Detailed Reviews']"
Foley Johnson Winery,"8350 St Helena Highway, Rutherford, CA 94573",94573,4.0,17,https://www.tripadvisor.com/Attraction_Review-g32997-d10482629-Reviews-Foley_Johnson_Winery-Rutherford_Napa_Valley_California.html,"['Filters', 'English', 'Detailed Reviews', 'napa valley', 'wines', 'tasting']"
Hilliker's Ranch Fresh Eggs,"11329 El Nopal, Lakeside, CA 92040-2710",92040,5.0,28,https://www.tripadvisor.com/Attraction_Review-g32604-d7118994-Reviews-Hilliker_s_Ranch_Fresh_Eggs-Lakeside_California.html,"['Filters', 'English', 'Detailed Reviews', 'emu']"
Kelley Park,"1300 Senter Rd, San Jose, CA 95112-2520",95112,4.0,33,https://www.tripadvisor.com/Attraction_Review-g33020-d561242-Reviews-Kelley_Park-San_Jose_California.html,"['Filters', 'English', 'Detailed Reviews', 'japanese friendship garden', 'nice walking trails', 'zoo', 'history']"
Laguna Niguel Farmer’s Market,"La Paz Rd at Pacific Park Dr, Laguna Niguel, CA 92677",92677,4.5,12,https://www.tripadvisor.com/Attraction_Review-g32590-d10450018-Reviews-Laguna_Niguel_Farmer_s_Market-Laguna_Niguel_California.html,"['Filters', 'English', 'Detailed Reviews']"
World Famous Crochet Museum,"61855 29 Palms Hwy, Joshua Tree, CA 92252-1000",92252,4.0,43,https://www.tripadvisor.com/Attraction_Review-g32544-d7108091-Reviews-World_Famous_Crochet_Museum-Joshua_Tree_California.html,"['Filters', 'English', 'Detailed Reviews', 'art stores', 'queen', 'fun', 'attractions']"
Wood Family Vineyards,"2407 Research Dr, Livermore, CA 94550-3851",94550,4.5,6,https://www.tripadvisor.com/Attraction_Review-g32635-d12871476-Reviews-Wood_Family_Vineyards-Livermore_Tri_Valley_California.html,"['Filters', 'English', 'Detailed Reviews']"
Strey Cellars,"951 N Rice Ave, Oxnard, CA 93030-8903",93030,5.0,8,https://www.tripadvisor.com/Attraction_Review-g32837-d8517147-Reviews-Strey_Cellars-Oxnard_California.html,"['Filters', 'English', 'Detailed Reviews']"
Sunken Gardens,"6505 El Camino Real, Atascadero, CA 93422",93422,4.0,33,https://www.tripadvisor.com/Attraction_Review-g29115-d3694263-Reviews-Sunken_Gardens-Atascadero_San_Luis_Obispo_County_California.html,"['Filters', 'English', 'Detailed Reviews', 'fountain', 'park']"
General George S. Patton Memorial Museum,"2 Chiriaco Summit Road, Chiriaco Summit, CA 92201",92201,4.0,142,https://www.tripadvisor.com/Attraction_Review-g32207-d126735-Reviews-General_George_S_Patton_Memorial_Museum-Chiriaco_Summit_California.html,"['Filters', 'English', 'Detailed Reviews']"
Broadway San Jose,"255 Almaden Blvd, San Jose, CA 95113-2004",95113,4.5,12,https://www.tripadvisor.com/Attraction_Review-g33020-d10225184-Reviews-Broadway_San_Jose-San_Jose_California.html,"['Filters', 'English', 'Detailed Reviews']"
Tomol Interpretive Play Area,"300 Block Linden Ave, Carpinteria, CA 93013",93013,4.5,34,https://www.tripadvisor.com/Attraction_Review-g32176-d2646959-Reviews-Tomol_Interpretive_Play_Area-Carpinteria_California.html,"['Filters', 'English', 'Detailed Reviews']"
