attraction_name,attraction_address,zip_code,attraction_rating,attraction_n_reviews,attraction_url,popular_mentions
Handled Pottery Studio,"2680 State St Ste C, Carlsbad, CA 92008-1626",92008,5.0,1,https://www.tripadvisor.com/Attraction_Review-g32171-d14173810-Reviews-Handled_Pottery_Studio-Carlsbad_California.html,"['Filters', 'English', 'Detailed Reviews']"
Sierra at Tahoe,"1111 Sierra At Tahoe Rd, Twin Bridges, CA 95735-9505",95735,4.0,218,https://www.tripadvisor.com/Attraction_Review-g33201-d144970-Reviews-Sierra_at_Tahoe-Twin_Bridges_California.html,"['Filters', 'English', 'Detailed Reviews']"
Willow Creek - China Flat Museum,"38949 Ca-299, Willow Creek, CA 95573",95573,4.0,45,https://www.tripadvisor.com/Attraction_Review-g33274-d3319356-Reviews-Willow_Creek_China_Flat_Museum-Willow_Creek_Humboldt_County_California.html,"['Filters', 'English', 'Detailed Reviews', 'big foot']"
California Memorial Stadium,"210 Stadium Rim Way, Berkeley, CA 94720-0001",94720,4.0,46,https://www.tripadvisor.com/Attraction_Review-g32066-d8744034-Reviews-California_Memorial_Stadium-Berkeley_California.html,"['Filters', 'English', 'Detailed Reviews', 'hill']"
Rancho Olivos,"2390 N Refugio Rd, Santa Ynez, CA 93460-9321",93460,4.5,43,https://www.tripadvisor.com/Attraction_Review-g33056-d3337103-Reviews-Rancho_Olivos-Santa_Ynez_California.html,"['Filters', 'English', 'Detailed Reviews', 'olive oil', 'oils', 'distinctive', 'infused']"
3 Iron Brewing Company,"898 Via Lata Suite A, Colton, CA 92324-3920",92324,4.5,2,https://www.tripadvisor.com/Attraction_Review-g32237-d8806348-Reviews-3_Iron_Brewing_Company-Colton_California.html,"['Filters', 'English', 'Detailed Reviews']"
Cuyamaca Rancho State Park,"12551 Highway 79, Descanso, CA 91916-9731",91916,4.5,70,https://www.tripadvisor.com/Attraction_Review-g32291-d288407-Reviews-Cuyamaca_Rancho_State_Park-Descanso_California.html,"['Filters', 'English', 'Detailed Reviews', 'mountain lion', 'great hiking trails', 'paso', 'ranger', 'julian', 'hike', 'falls', 'deer', 'fishing', 'drought', 'trees', 'snakes', 'colorado']"
San Luis Obispo Repertory Theatre,"888 Morro St, San Luis Obispo, CA 93401-2711",93401,4.5,48,https://www.tripadvisor.com/Attraction_Review-g33026-d279175-Reviews-San_Luis_Obispo_Repertory_Theatre-San_Luis_Obispo_San_Luis_Obispo_County_California.html,"['Filters', 'English', 'Detailed Reviews']"
Longevity Winery,"2271 S Vasco Rd, Livermore, CA 94550-8316",94550,4.5,6,https://www.tripadvisor.com/Attraction_Review-g32635-d2549039-Reviews-Longevity_Winery-Livermore_Tri_Valley_California.html,"['Filters', 'English', 'Detailed Reviews']"
Valley View Casino & Hotel,"16300 Nyemii Pass Rd, Valley Center, CA 92082-6769",92082,4.0,194,https://www.tripadvisor.com/Attraction_Review-g33213-d2296401-Reviews-Valley_View_Casino_Hotel-Valley_Center_California.html,"['Filters', 'English', 'Detailed Reviews', 'lobster buffet', 'free breakfast in the morning', 'small lobster tail']"
Abbott Square,"118 Cooper St, Santa Cruz, CA 95060-4527",95060,4.5,8,https://www.tripadvisor.com/Attraction_Review-g33048-d15273246-Reviews-Abbott_Square-Santa_Cruz_California.html,"['Filters', 'English', 'Detailed Reviews', 'people watching']"
Environmental Nature Center,"1601 E 16th St, Newport Beach, CA 92663-5976",92663,4.5,21,https://www.tripadvisor.com/Attraction_Review-g32780-d3653262-Reviews-Environmental_Nature_Center-Newport_Beach_California.html,"['Filters', 'English', 'Detailed Reviews']"
El Dorado Fairgrounds,"100 Placerville Dr, Placerville, CA 95667-3910",95667,4.0,27,https://www.tripadvisor.com/Attraction_Review-g32898-d2307170-Reviews-El_Dorado_Fairgrounds-Placerville_California.html,"['Filters', 'English', 'Detailed Reviews']"
Sankat Mochan Hanuman Temple,"445 Summit Rd Mount Madonna Center, Watsonville, CA 95076-9781",95076,4.5,35,https://www.tripadvisor.com/Attraction_Review-g33241-d6941848-Reviews-Sankat_Mochan_Hanuman_Temple-Watsonville_California.html,"['Filters', 'English', 'Detailed Reviews']"
Colton Area Museum,"380 N La Cadena Dr, Colton, CA 92324-2928",92324,4.0,5,https://www.tripadvisor.com/Attraction_Review-g32237-d8646760-Reviews-Colton_Area_Museum-Colton_California.html,"['Filters', 'English', 'Detailed Reviews']"
Left Coast Brewing Company,"1245 Puerta Del Sol, San Clemente, CA 92673-6310",92673,4.5,21,https://www.tripadvisor.com/Attraction_Review-g33012-d11767674-Reviews-Left_Coast_Brewing_Company-San_Clemente_California.html,"['Filters', 'English', 'Detailed Reviews']"
Cedar Mountain Winery & Port Works,"10843 Reuss Rd, Livermore, CA 94550-9734",94550,4.5,8,https://www.tripadvisor.com/Attraction_Review-g32635-d2666817-Reviews-Cedar_Mountain_Winery_Port_Works-Livermore_Tri_Valley_California.html,"['Filters', 'English', 'Detailed Reviews']"
Ahwahnee Historic Building,"1 Ahwahnee Dr, Yosemite National Park, CA 95389",95389,4.5,431,https://www.tripadvisor.com/Attraction_Review-g61000-d531938-Reviews-Ahwahnee_Historic_Building-Yosemite_National_Park_California.html,"['Filters', 'English', 'Detailed Reviews', 'dining room', 'gift shop', 'yosemite valley', 'fireplace', 'tapestries', 'lodge', 'beauty', 'lodging', 'fires', 'shuttle', 'dome']"
Eos Estate Winery,"2300 Airport Rd, Paso Robles, CA 93446-8549",93446,4.0,50,https://www.tripadvisor.com/Attraction_Review-g32861-d318832-Reviews-Eos_Estate_Winery-Paso_Robles_San_Luis_Obispo_County_California.html,"['Filters', 'English', 'Detailed Reviews']"
Tehama County River Park,"25340 South Ave, Corning, CA 96021-9616",96021,3.0,4,https://www.tripadvisor.com/Attraction_Review-g32247-d14174775-Reviews-Tehama_County_River_Park-Corning_California.html,"['Filters', 'English', 'Detailed Reviews']"
Camanche Hills Hunting Preserve,"2951 Curran Rd, Ione, CA 95640-9472",95640,4.0,6,https://www.tripadvisor.com/Attraction_Review-g32528-d2407263-Reviews-Camanche_Hills_Hunting_Preserve-Ione_Amador_County_California.html,"['Filters', 'English', 'Detailed Reviews']"
Crosby Roamann,"45 Enterprise Ct #6, Napa, CA 94558-7586",94558,5.0,6,https://www.tripadvisor.com/Attraction_Review-g32766-d8761215-Reviews-Crosby_Roamann-Napa_Napa_Valley_California.html,"['Filters', 'English', 'Detailed Reviews']"
Solterra Winery,"934 N Coast Highway 101, Encinitas, CA 92024-2049",92024,4.5,27,https://www.tripadvisor.com/Attraction_Review-g32355-d4406461-Reviews-Solterra_Winery-Encinitas_California.html,"['Filters', 'English', 'Detailed Reviews']"
SFMOMA Museum Store,"SFO, Highway 101 International Terminal Main Hall, Behind Check-In Area, San Bruno, CA 94128",94128,4.5,12,https://www.tripadvisor.com/Attraction_Review-g33010-d10489877-Reviews-SFMOMA_Museum_Store-San_Bruno_California.html,"['Filters', 'English', 'Detailed Reviews']"
Old Town Temecula Farmers Market,"Sixth St. & Front St, Temecula, CA 92590",92590,4.5,16,https://www.tripadvisor.com/Attraction_Review-g33165-d10225719-Reviews-Old_Town_Temecula_Farmers_Market-Temecula_California.html,"['Filters', 'English', 'Detailed Reviews']"
Sojourn Cellars,"141 E Napa St, Sonoma, CA 95476-6709",95476,4.5,47,https://www.tripadvisor.com/Attraction_Review-g33107-d2634264-Reviews-Sojourn_Cellars-Sonoma_Sonoma_County_California.html,"['Filters', 'English', 'Detailed Reviews', 'wine educator', 'tasting experience', 'wines', 'jennifer', 'taste', 'winery']"
Melrose Avenue,"Melrose Ave., Los Angeles, CA 90046",90046,4.0,160,https://www.tripadvisor.com/Attraction_Review-g32655-d110202-Reviews-Melrose_Avenue-Los_Angeles_California.html,"['Filters', 'English', 'Detailed Reviews']"
Cahuilla Casino Hotel,"52702 US Highway 371, Anza, CA 92539-8707",92539,4.0,23,https://www.tripadvisor.com/Attraction_Review-g29100-d8827384-Reviews-Cahuilla_Casino_Hotel-Anza_California.html,"['Filters', 'English', 'Detailed Reviews', 'small casino', 'fun']"
Imperial Valley Desert Museum,"11 Frontage Road, Ocotillo, CA 92259",92259,5.0,11,https://www.tripadvisor.com/Attraction_Review-g32816-d4700556-Reviews-Imperial_Valley_Desert_Museum-Ocotillo_California.html,"['Filters', 'English', 'Detailed Reviews']"
Tulocay Winery,"1426 Coombsville Rd, Napa, CA 94558-3907",94558,5.0,8,https://www.tripadvisor.com/Attraction_Review-g32766-d6918297-Reviews-Tulocay_Winery-Napa_Napa_Valley_California.html,"['Filters', 'English', 'Detailed Reviews', 'wine tasting', 'stories', 'winery']"
Calicraft Brewing Company,"2700 Mitchell Dr, Walnut Creek, CA 94598-1602",94598,4.5,23,https://www.tripadvisor.com/Attraction_Review-g33235-d10749164-Reviews-Calicraft_Brewing_Company-Walnut_Creek_California.html,"['Filters', 'English', 'Detailed Reviews']"
Effie Yeaw Nature Center,"2850 San Lorenzo Way off Tarshes Drive, Carmichael, CA 95609",95609,5.0,85,https://www.tripadvisor.com/Attraction_Review-g32174-d265202-Reviews-Effie_Yeaw_Nature_Center-Carmichael_California.html,"['Filters', 'English', 'Detailed Reviews', 'deer', 'park', 'displays']"
Brea Museum & Heritage Center,"125 W Elm St, Brea, CA 92821-6412",92821,4.5,6,https://www.tripadvisor.com/Attraction_Review-g32107-d5247711-Reviews-Brea_Museum_Heritage_Center-Brea_California.html,"['Filters', 'English', 'Detailed Reviews']"
Fremont Older Open Space Preserve,"22898 Prospect Rd, Saratoga, CA 95070-6545",95070,4.5,47,https://www.tripadvisor.com/Attraction_Review-g33059-d2701422-Reviews-Fremont_Older_Open_Space_Preserve-Saratoga_California.html,"['Filters', 'English', 'Detailed Reviews']"
Napa Farmers Market,"601 Silverado Trail, Napa, CA 94559",94559,4.0,11,https://www.tripadvisor.com/Attraction_Review-g32766-d10464716-Reviews-Napa_Farmers_Market-Napa_Napa_Valley_California.html,"['Filters', 'English', 'Detailed Reviews', 'vendors']"
Gopher Glen Farms,"2899 Gopher Glen Way, San Luis Obispo, CA 93405-8080",93405,4.5,35,https://www.tripadvisor.com/Attraction_Review-g33026-d2352536-Reviews-Gopher_Glen_Farms-San_Luis_Obispo_San_Luis_Obispo_County_California.html,"['Filters', 'English', 'Detailed Reviews']"
Morro Bay Boardwalk,"State Park Road, Morro Bay, CA 93442",93442,4.5,15,https://www.tripadvisor.com/Attraction_Review-g32746-d16751918-Reviews-Morro_Bay_Boardwalk-Morro_Bay_San_Luis_Obispo_County_California.html,"['Filters', 'English', 'Detailed Reviews', 'land', 'tourists', 'otters', 'fun', 'bay']"
Hollywood Farmers Market,"Ivar Ave, Los Angeles, CA 90036-3109",90036,4.5,180,https://www.tripadvisor.com/Attraction_Review-g32655-d7603086-Reviews-Hollywood_Farmers_Market-Los_Angeles_California.html,"['Filters', 'English', 'Detailed Reviews', 'waffle cup', 'affogato', 'fun place to wander', 'stalls', 'grove', 'purchase']"
Gilman Brewing Company,"912 Gilman St, Berkeley, CA 94710-1424",94710,4.0,27,https://www.tripadvisor.com/Attraction_Review-g32066-d12848013-Reviews-Gilman_Brewing_Company-Berkeley_California.html,"['Filters', 'English', 'Detailed Reviews', 'stout']"
Margerum Wine Company Tasting Room,"19 E Mason St Corner of Mason St. And Helena Ave., Santa Barbara, CA 93101",93101,4.5,105,https://www.tripadvisor.com/Attraction_Review-g33045-d2482531-Reviews-Margerum_Wine_Company_Tasting_Room-Santa_Barbara_California.html,"['Filters', 'English', 'Detailed Reviews', 'sb']"
L'Aventure Winery,"2815 Live Oak Rd, Paso Robles, CA 93446-6613",93446,4.5,56,https://www.tripadvisor.com/Attraction_Review-g32861-d2484335-Reviews-L_Aventure_Winery-Paso_Robles_San_Luis_Obispo_County_California.html,"['Filters', 'English', 'Detailed Reviews', 'great wine', 'estate', 'reds', 'winery', 'tasting', 'paso', 'blanc']"
Mount Woodson Trail,"14644 Lake Poway Rd, Poway, CA 92064-1416",92064,4.5,57,https://www.tripadvisor.com/Attraction_Review-g32923-d6699963-Reviews-Mount_Woodson_Trail-Poway_California.html,"['Filters', 'English', 'Detailed Reviews', 'potato chip rock', 'elevation gain', 'bring enough', 'hard hike', 'trail', 'miles', 'heat', 'beginners', 'highway', 'ft']"
Hilltop Park,"2351 Dawson Ave., Signal Hill, CA 90755",90755,5.0,50,https://www.tripadvisor.com/Attraction_Review-g33091-d2537897-Reviews-Hilltop_Park-Signal_Hill_California.html,"['Filters', 'English', 'Detailed Reviews']"
Mojave National Preserve,"2701 Barstow Rd 35 miles south of Baker, Barstow, CA 92311-6609",92311,4.5,5,https://www.tripadvisor.com/Attraction_Review-g60902-d20100396-Reviews-Mojave_National_Preserve-Barstow_California.html,"['Filters', 'English', 'Detailed Reviews', 'park']"
FRIAS Family Vineyard,"1886 El Centro Ave, Napa, CA 94558-1918",94558,4.5,15,https://www.tripadvisor.com/Attraction_Review-g32766-d2642775-Reviews-FRIAS_Family_Vineyard-Napa_Napa_Valley_California.html,"['Filters', 'English', 'Detailed Reviews']"
The Pageant Theatre,"351 E 6th St, Chico, CA 95928-5630",95928,4.5,58,https://www.tripadvisor.com/Attraction_Review-g32201-d7374461-Reviews-The_Pageant_Theatre-Chico_California.html,"['Filters', 'English', 'Detailed Reviews']"
Placerita Canyon Nature Center,"19152 Placerita Canyon Rd, Newhall, Santa Clarita, CA 91321-3213",91321,4.5,48,https://www.tripadvisor.com/Attraction_Review-g32778-d2415574-Reviews-Placerita_Canyon_Nature_Center-Newhall_Santa_Clarita_California.html,"['Filters', 'English', 'Detailed Reviews', 'great trails']"
Russian Ridge Open Space Reserve,"Skyline Boulevard Page Mill / Alpine Road intersection, Redwood City, CA 94062",94062,5.0,5,https://www.tripadvisor.com/Attraction_Review-g32956-d11787433-Reviews-Russian_Ridge_Open_Space_Reserve-Redwood_City_California.html,"['Filters', 'English', 'Detailed Reviews']"
Los Angeles County Fire Museum,"9834 Flora Vista St, Bellflower, CA 90706-5415",90706,4.5,21,https://www.tripadvisor.com/Attraction_Review-g32059-d7143002-Reviews-Los_Angeles_County_Fire_Museum-Bellflower_California.html,"['Filters', 'English', 'Detailed Reviews', 'tv show']"
The Murals of Lompoc,"South of Ocean Avenue Clustered near H Street, Lompoc, CA 93436-6700",93436,4.5,49,https://www.tripadvisor.com/Attraction_Review-g32645-d8141281-Reviews-The_Murals_of_Lompoc-Lompoc_California.html,"['Filters', 'English', 'Detailed Reviews']"
Railroad Square Historic District,"4th Street, Santa Rosa, CA 95404",95404,4.0,213,https://www.tripadvisor.com/Attraction_Review-g33055-d3723830-Reviews-Railroad_Square_Historic_District-Santa_Rosa_Sonoma_County_California.html,"['Filters', 'English', 'Detailed Reviews', 'statues', 'peanuts']"
Vallco Shopping Mall,"10123 N Wolfe Rd, Cupertino, CA 95014-2509",95014,2.0,15,https://www.tripadvisor.com/Attraction_Review-g32273-d7732166-Reviews-Vallco_Shopping_Mall-Cupertino_California.html,"['Filters', 'English', 'Detailed Reviews']"
